Wavenumbers,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance
cm-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1944.859,1.34E-04,1.05E-04,4.66E-05,-1.16E-04,-4.19E-04,-5.11E-04,-5.07E-04,-5.22E-04,-5.52E-04,-4.51E-04,-4.69E-04,-4.92E-04,-4.72E-04,-4.23E-04,-3.98E-04,-3.97E-04
1945.341,1.19E-04,9.03E-05,3.61E-05,-1.32E-04,-4.36E-04,-5.26E-04,-5.24E-04,-5.39E-04,-5.67E-04,-4.60E-04,-4.90E-04,-5.10E-04,-4.96E-04,-4.42E-04,-4.18E-04,-4.22E-04
1945.823,1.04E-04,7.90E-05,2.89E-05,-1.45E-04,-4.53E-04,-5.46E-04,-5.47E-04,-5.63E-04,-5.88E-04,-4.78E-04,-5.19E-04,-5.35E-04,-5.28E-04,-4.71E-04,-4.45E-04,-4.54E-04
1946.305,8.79E-05,7.06E-05,2.38E-05,-1.55E-04,-4.73E-04,-5.71E-04,-5.77E-04,-5.95E-04,-6.14E-04,-5.07E-04,-5.54E-04,-5.69E-04,-5.68E-04,-5.11E-04,-4.80E-04,-4.95E-04
1946.788,7.21E-05,6.47E-05,2.00E-05,-1.63E-04,-4.91E-04,-5.98E-04,-6.08E-04,-6.28E-04,-6.40E-04,-5.39E-04,-5.91E-04,-6.06E-04,-6.08E-04,-5.56E-04,-5.18E-04,-5.37E-04
1947.27,5.77E-05,6.10E-05,1.75E-05,-1.67E-04,-5.06E-04,-6.20E-04,-6.33E-04,-6.54E-04,-6.57E-04,-5.68E-04,-6.17E-04,-6.34E-04,-6.37E-04,-5.93E-04,-5.48E-04,-5.69E-04
1947.752,4.66E-05,5.98E-05,1.69E-05,-1.68E-04,-5.14E-04,-6.32E-04,-6.46E-04,-6.65E-04,-6.60E-04,-5.84E-04,-6.27E-04,-6.47E-04,-6.48E-04,-6.14E-04,-5.62E-04,-5.84E-04
1948.234,3.95E-05,6.08E-05,1.79E-05,-1.67E-04,-5.15E-04,-6.36E-04,-6.47E-04,-6.64E-04,-6.49E-04,-5.88E-04,-6.20E-04,-6.45E-04,-6.39E-04,-6.19E-04,-5.59E-04,-5.81E-04
1948.716,3.67E-05,6.33E-05,2.01E-05,-1.64E-04,-5.11E-04,-6.35E-04,-6.42E-04,-6.57E-04,-6.33E-04,-5.87E-04,-6.04E-04,-6.34E-04,-6.19E-04,-6.14E-04,-5.47E-04,-5.67E-04
1949.198,3.71E-05,6.64E-05,2.24E-05,-1.63E-04,-5.07E-04,-6.36E-04,-6.39E-04,-6.53E-04,-6.22E-04,-5.89E-04,-5.92E-04,-6.25E-04,-6.01E-04,-6.10E-04,-5.37E-04,-5.55E-04
