Wavenumbers,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,,,,,,,,,,
cm-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,,,,,,,,,
2295.84,-1.09E-04,-8.79E-05,-6.27E-05,-8.95E-05,-2.00E-05,-8.13E-05,-8.99E-05,-3.00E-05,-1.08E-04,-1.08E-04,-2.00E-05,-6.51E-05,-8.58E-05,-4.66E-05,-3.00E-05,-6.14E-05,,,,,,,,,,
2296.322,-1.18E-04,-1.03E-04,-6.63E-05,-9.66E-05,-4.00E-05,-8.69E-05,-1.06E-04,-5.00E-05,-1.21E-04,-1.21E-04,-3.00E-05,-6.87E-05,-8.81E-05,-5.86E-05,-3.00E-05,-6.59E-05,,,,,,,,,,
2296.804,-1.18E-04,-1.06E-04,-6.00E-05,-9.41E-05,-4.00E-05,-8.16E-05,-1.11E-04,-5.00E-05,-1.23E-04,-1.23E-04,-3.00E-05,-6.10E-05,-8.08E-05,-6.43E-05,-2.00E-05,-6.00E-05,,,,,,,,,,
2297.287,-1.30E-04,-1.18E-04,-6.00E-05,-1.03E-04,-6.00E-05,-8.76E-05,-1.24E-04,-8.00E-05,-1.35E-04,-1.35E-04,-4.00E-05,-6.00E-05,-8.60E-05,-8.38E-05,-2.00E-05,-6.00E-05,,,,,,,,,,
2297.769,-1.35E-04,-1.23E-04,-6.00E-05,-1.04E-04,-7.00E-05,-9.00E-05,-1.26E-04,-9.00E-05,-1.38E-04,-1.38E-04,-4.00E-05,-6.00E-05,-8.00E-05,-9.66E-05,-2.00E-05,-6.00E-05,,,,,,,,,,
2298.251,-1.43E-04,-1.28E-04,-6.00E-05,-1.06E-04,-8.00E-05,-9.00E-05,-1.27E-04,-9.00E-05,-1.41E-04,-1.41E-04,-4.00E-05,-6.00E-05,-9.00E-05,-1.11E-04,-1.00E-05,-6.00E-05,,,,,,,,,,
2298.733,-1.45E-04,-1.27E-04,-6.00E-05,-1.00E-04,-8.00E-05,-8.00E-05,-1.17E-04,-9.00E-05,-1.32E-04,-1.32E-04,-2.00E-05,-6.00E-05,-8.00E-05,-1.16E-04,0.00E+00,-5.00E-05,,,,,,,,,,
2299.215,-1.48E-04,-1.27E-04,-6.00E-05,-9.00E-05,-8.00E-05,-7.00E-05,-1.08E-04,-9.00E-05,-1.21E-04,-1.21E-04,-1.00E-05,-6.00E-05,-8.00E-05,-1.21E-04,1.00E-05,-5.00E-05,,,,,,,,,,
2299.697,-1.53E-04,-1.29E-04,-6.00E-05,-9.00E-05,-8.00E-05,-7.00E-05,-1.03E-04,-8.00E-05,-1.08E-04,-1.08E-04,-1.00E-05,-6.00E-05,-7.00E-05,-1.23E-04,0.00E+00,-5.00E-05,,,,,,,,,,
2300.179,-1.47E-04,-1.22E-04,-5.00E-05,-8.00E-05,-7.00E-05,-6.00E-05,-9.16E-05,-7.00E-05,-9.00E-05,-9.00E-05,0.00E+00,-5.00E-05,-6.00E-05,-1.15E-04,1.00E-05,-3.00E-05,,,,,,,,,,
2300.661,-1.40E-04,-1.16E-04,-4.00E-05,-7.00E-05,-7.00E-05,-6.00E-05,-8.56E-05,-6.00E-05,-7.00E-05,-7.00E-05,1.00E-05,-3.00E-05,-4.00E-05,-1.06E-04,1.00E-05,-2.00E-05,,,,,,,,,,
2301.144,-1.29E-04,-1.10E-04,-3.00E-05,-6.00E-05,-7.48E-05,-6.00E-05,-8.38E-05,-6.00E-05,-5.00E-05,-5.00E-05,1.00E-05,-2.00E-05,-3.00E-05,-9.77E-05,1.00E-05,0.00E+00,,,,,,,,,,
2301.625,-1.24E-04,-1.14E-04,-2.00E-05,-7.00E-05,-8.98E-05,-7.00E-05,-9.39E-05,-6.00E-05,-5.00E-05,-5.00E-05,-1.00E-05,-1.00E-05,-3.00E-05,-9.94E-05,-1.00E-05,0.00E+00,,,,,,,,,,
2302.108,-1.15E-04,-1.16E-04,-2.00E-05,-7.00E-05,-1.05E-04,-7.38E-05,-1.03E-04,-7.11E-05,-6.00E-05,-6.00E-05,-2.00E-05,0.00E+00,-2.00E-05,-1.00E-04,-1.00E-05,0.00E+00,,,,,,,,,,
2302.59,-1.14E-04,-1.27E-04,-3.00E-05,-7.00E-05,-1.28E-04,-8.90E-05,-1.18E-04,-8.49E-05,-7.00E-05,-7.00E-05,-3.00E-05,-1.00E-05,-3.00E-05,-1.08E-04,-3.00E-05,-1.00E-05,,,,,,,,,,
2303.072,-1.11E-04,-1.35E-04,-4.00E-05,-7.00E-05,-1.45E-04,-9.93E-05,-1.28E-04,-9.28E-05,-9.00E-05,-9.00E-05,-5.00E-05,-2.00E-05,-4.00E-05,-1.11E-04,-4.00E-05,-2.00E-05,,,,,,,,,,
2303.554,-1.20E-04,-1.52E-04,-5.00E-05,-8.00E-05,-1.65E-04,-1.14E-04,-1.43E-04,-1.00E-04,-1.10E-04,-1.10E-04,-6.00E-05,-4.00E-05,-5.00E-05,-1.19E-04,-5.00E-05,-3.00E-05,,,,,,,,,,
2304.036,-1.22E-04,-1.58E-04,-5.00E-05,-6.00E-05,-1.68E-04,-1.20E-04,-1.45E-04,-1.00E-04,-1.10E-04,-1.10E-04,-7.00E-05,-5.00E-05,-5.00E-05,-1.10E-04,-4.00E-05,-4.00E-05,,,,,,,,,,
2304.518,-1.30E-04,-1.62E-04,-5.00E-05,-5.00E-05,-1.65E-04,-1.10E-04,-1.45E-04,-9.00E-05,-1.10E-04,-1.10E-04,-7.00E-05,-6.00E-05,-5.00E-05,-1.00E-04,-4.00E-05,-4.00E-05,,,,,,,,,,
2305,-1.40E-04,-1.65E-04,-5.00E-05,-4.00E-05,-1.61E-04,-1.10E-04,-1.47E-04,-8.00E-05,-1.00E-04,-1.00E-04,-7.00E-05,-8.00E-05,-5.00E-05,-8.00E-05,-4.00E-05,-4.00E-05,,,,,,,,,,
2305.482,-1.42E-04,-1.58E-04,-5.00E-05,-3.00E-05,-1.46E-04,-1.00E-04,-1.43E-04,-7.00E-05,-9.00E-05,-9.00E-05,-7.00E-05,-8.00E-05,-5.00E-05,-6.00E-05,-2.00E-05,-4.00E-05,,,,,,,,,,
2305.965,-1.57E-04,-1.60E-04,-6.00E-05,-3.00E-05,-1.40E-04,-1.10E-04,-1.52E-04,-6.00E-05,-9.00E-05,-9.00E-05,-7.00E-05,-9.00E-05,-5.00E-05,-6.00E-05,-3.00E-05,-4.00E-05,,,,,,,,,,
2306.447,-1.72E-04,-1.63E-04,-7.00E-05,-5.00E-05,-1.50E-04,-1.20E-04,-1.64E-04,-6.00E-05,-1.00E-04,-1.00E-04,-8.00E-05,-9.00E-05,-6.00E-05,-6.00E-05,-3.00E-05,-4.00E-05,,,,,,,,,,
2306.929,-1.87E-04,-1.70E-04,-9.00E-05,-7.00E-05,-1.50E-04,-1.30E-04,-1.77E-04,-6.00E-05,-1.10E-04,-1.10E-04,-9.00E-05,-1.00E-04,-7.00E-05,-7.00E-05,-4.00E-05,-5.00E-05,,,,,,,,,,
2307.411,-2.00E-04,-1.70E-04,-1.10E-04,-9.00E-05,-1.60E-04,-1.50E-04,-1.90E-04,-7.00E-05,-1.30E-04,-1.30E-04,-1.10E-04,-1.10E-04,-8.00E-05,-9.00E-05,-4.00E-05,-7.00E-05,,,,,,,,,,
2307.893,-2.09E-04,-1.80E-04,-1.30E-04,-1.20E-04,-1.60E-04,-1.60E-04,-2.00E-04,-8.00E-05,-1.50E-04,-1.50E-04,-1.20E-04,-1.20E-04,-1.00E-04,-1.10E-04,-5.00E-05,-9.00E-05,,,,,,,,,,
2308.375,-2.04E-04,-1.80E-04,-1.40E-04,-1.30E-04,-1.60E-04,-1.70E-04,-1.97E-04,-8.00E-05,-1.60E-04,-1.60E-04,-1.30E-04,-1.10E-04,-1.00E-04,-1.30E-04,-4.00E-05,-1.00E-04,,,,,,,,,,
2308.857,-2.04E-04,-1.90E-04,-1.60E-04,-1.50E-04,-1.60E-04,-1.90E-04,-2.00E-04,-9.00E-05,-1.70E-04,-1.70E-04,-1.30E-04,-1.20E-04,-1.10E-04,-1.40E-04,-4.00E-05,-1.20E-04,,,,,,,,,,
2309.339,-2.00E-04,-2.00E-04,-1.70E-04,-1.60E-04,-1.70E-04,-2.00E-04,-2.00E-04,-1.00E-04,-1.80E-04,-1.80E-04,-1.40E-04,-1.30E-04,-1.10E-04,-1.50E-04,-4.00E-05,-1.40E-04,,,,,,,,,,
2309.822,-1.90E-04,-2.10E-04,-1.80E-04,-1.60E-04,-1.70E-04,-2.00E-04,-1.90E-04,-1.20E-04,-1.90E-04,-1.90E-04,-1.40E-04,-1.30E-04,-1.10E-04,-1.50E-04,-4.00E-05,-1.50E-04,,,,,,,,,,
2310.304,-1.90E-04,-2.10E-04,-1.80E-04,-1.60E-04,-1.70E-04,-2.10E-04,-1.90E-04,-1.30E-04,-1.80E-04,-1.80E-04,-1.30E-04,-1.20E-04,-1.10E-04,-1.30E-04,-3.00E-05,-1.60E-04,,,,,,,,,,
2310.786,-1.90E-04,-2.20E-04,-1.90E-04,-1.60E-04,-1.80E-04,-2.20E-04,-1.90E-04,-1.40E-04,-1.80E-04,-1.80E-04,-1.30E-04,-1.20E-04,-1.10E-04,-1.20E-04,-4.00E-05,-1.70E-04,,,,,,,,,,
2311.268,-1.90E-04,-2.20E-04,-1.90E-04,-1.50E-04,-1.80E-04,-2.10E-04,-1.80E-04,-1.50E-04,-1.70E-04,-1.70E-04,-1.30E-04,-1.10E-04,-1.00E-04,-1.00E-04,-4.00E-05,-1.70E-04,,,,,,,,,,
2311.75,-2.10E-04,-2.20E-04,-2.00E-04,-1.60E-04,-1.90E-04,-2.20E-04,-1.90E-04,-1.70E-04,-1.60E-04,-1.60E-04,-1.30E-04,-1.10E-04,-1.00E-04,-8.00E-05,-6.00E-05,-1.70E-04,,,,,,,,,,
2312.232,-2.20E-04,-2.20E-04,-1.90E-04,-1.70E-04,-1.90E-04,-2.20E-04,-1.80E-04,-1.80E-04,-1.40E-04,-1.40E-04,-1.30E-04,-1.00E-04,-1.00E-04,-7.00E-05,-6.00E-05,-1.70E-04,,,,,,,,,,
2312.714,-2.20E-04,-2.20E-04,-1.80E-04,-1.70E-04,-1.80E-04,-2.20E-04,-1.70E-04,-1.70E-04,-1.20E-04,-1.20E-04,-1.20E-04,-9.00E-05,-9.00E-05,-6.00E-05,-6.00E-05,-1.50E-04,,,,,,,,,,
2313.196,-2.40E-04,-2.20E-04,-1.80E-04,-1.90E-04,-1.90E-04,-2.30E-04,-1.80E-04,-1.80E-04,-1.20E-04,-1.20E-04,-1.30E-04,-9.00E-05,-9.00E-05,-6.00E-05,-8.00E-05,-1.50E-04,,,,,,,,,,
2313.678,-2.30E-04,-2.10E-04,-1.60E-04,-2.00E-04,-1.80E-04,-2.20E-04,-1.70E-04,-1.60E-04,-1.10E-04,-1.10E-04,-1.10E-04,-9.00E-05,-8.00E-05,-5.00E-05,-7.00E-05,-1.30E-04,,,,,,,,,,
2314.161,-2.30E-04,-2.10E-04,-1.60E-04,-2.10E-04,-1.80E-04,-2.30E-04,-1.70E-04,-1.50E-04,-1.20E-04,-1.20E-04,-9.00E-05,-9.00E-05,-7.00E-05,-5.00E-05,-8.00E-05,-1.30E-04,,,,,,,,,,
2314.643,-2.20E-04,-2.10E-04,-1.50E-04,-2.10E-04,-1.70E-04,-2.20E-04,-1.70E-04,-1.30E-04,-1.20E-04,-1.20E-04,-7.00E-05,-8.00E-05,-5.00E-05,-5.00E-05,-7.00E-05,-1.10E-04,,,,,,,,,,
2315.125,-2.10E-04,-2.00E-04,-1.50E-04,-2.00E-04,-1.60E-04,-2.10E-04,-1.60E-04,-1.10E-04,-1.30E-04,-1.30E-04,-5.00E-05,-8.00E-05,-3.00E-05,-4.00E-05,-6.00E-05,-1.00E-04,,,,,,,,,,
2315.607,-2.00E-04,-1.90E-04,-1.50E-04,-2.00E-04,-1.50E-04,-2.00E-04,-1.60E-04,-1.00E-04,-1.20E-04,-1.20E-04,-3.00E-05,-7.00E-05,-1.00E-05,-4.00E-05,-5.00E-05,-8.00E-05,,,,,,,,,,
2316.089,-2.00E-04,-1.90E-04,-1.60E-04,-2.00E-04,-1.50E-04,-2.00E-04,-1.60E-04,-1.10E-04,-1.30E-04,-1.30E-04,-3.00E-05,-8.00E-05,1.00E-05,-4.00E-05,-6.00E-05,-7.00E-05,,,,,,,,,,
2316.571,-1.90E-04,-1.90E-04,-1.60E-04,-1.90E-04,-1.40E-04,-1.80E-04,-1.50E-04,-1.10E-04,-1.20E-04,-1.20E-04,-2.00E-05,-7.00E-05,3.00E-05,-4.00E-05,-5.00E-05,-5.00E-05,,,,,,,,,,
2317.053,-1.80E-04,-1.80E-04,-1.50E-04,-1.80E-04,-1.30E-04,-1.80E-04,-1.50E-04,-1.10E-04,-1.00E-04,-1.00E-04,0.00E+00,-6.00E-05,5.00E-05,-4.00E-05,-3.00E-05,-3.00E-05,,,,,,,,,,
2317.535,-1.80E-04,-1.90E-04,-1.60E-04,-1.80E-04,-1.40E-04,-1.80E-04,-1.40E-04,-1.30E-04,-1.00E-04,-1.00E-04,0.00E+00,-6.00E-05,5.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,,,,,,,,,,
2318.018,-1.80E-04,-1.90E-04,-1.60E-04,-1.80E-04,-1.40E-04,-1.90E-04,-1.40E-04,-1.40E-04,-9.00E-05,-9.00E-05,-1.00E-05,-5.00E-05,5.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,,,,,,,,,,
2318.5,-1.80E-04,-2.00E-04,-1.50E-04,-1.80E-04,-1.40E-04,-1.90E-04,-1.40E-04,-1.40E-04,-9.00E-05,-9.00E-05,-1.00E-05,-5.00E-05,5.00E-05,-6.00E-05,-2.00E-05,0.00E+00,,,,,,,,,,
2318.982,-1.80E-04,-2.00E-04,-1.40E-04,-1.80E-04,-1.50E-04,-2.00E-04,-1.40E-04,-1.50E-04,-8.00E-05,-8.00E-05,-1.00E-05,-4.00E-05,4.00E-05,-6.00E-05,-1.00E-05,0.00E+00,,,,,,,,,,
2319.464,-1.80E-04,-2.10E-04,-1.30E-04,-1.80E-04,-1.60E-04,-2.10E-04,-1.40E-04,-1.50E-04,-8.00E-05,-8.00E-05,-2.00E-05,-3.00E-05,2.00E-05,-7.00E-05,-1.00E-05,-1.00E-05,,,,,,,,,,
2319.946,-2.00E-04,-2.20E-04,-1.40E-04,-1.90E-04,-1.80E-04,-2.20E-04,-1.50E-04,-1.60E-04,-8.00E-05,-8.00E-05,-4.00E-05,-4.00E-05,0.00E+00,-8.00E-05,-1.00E-05,-3.00E-05,,,,,,,,,,
2320.428,-2.00E-04,-2.20E-04,-1.40E-04,-1.90E-04,-1.90E-04,-2.30E-04,-1.60E-04,-1.60E-04,-8.00E-05,-8.00E-05,-5.00E-05,-4.00E-05,-2.00E-05,-8.00E-05,-1.00E-05,-4.00E-05,,,,,,,,,,
2320.91,-2.00E-04,-2.10E-04,-1.30E-04,-1.80E-04,-2.00E-04,-2.20E-04,-1.70E-04,-1.50E-04,-7.00E-05,-7.00E-05,-5.00E-05,-3.00E-05,-2.00E-05,-6.00E-05,-1.00E-05,-4.00E-05,,,,,,,,,,
2321.392,-2.10E-04,-1.90E-04,-1.30E-04,-1.70E-04,-2.00E-04,-2.20E-04,-1.70E-04,-1.50E-04,-7.00E-05,-7.00E-05,-4.00E-05,-3.00E-05,-3.00E-05,-4.00E-05,-1.00E-05,-4.00E-05,,,,,,,,,,
2321.875,-2.20E-04,-1.90E-04,-1.50E-04,-1.70E-04,-2.10E-04,-2.20E-04,-1.80E-04,-1.50E-04,-7.00E-05,-7.00E-05,-4.00E-05,-4.00E-05,-4.00E-05,-3.00E-05,-2.00E-05,-4.00E-05,,,,,,,,,,
2322.357,-2.20E-04,-1.70E-04,-1.50E-04,-1.70E-04,-2.10E-04,-2.10E-04,-1.90E-04,-1.40E-04,-8.00E-05,-8.00E-05,-3.00E-05,-4.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-3.00E-05,,,,,,,,,,
2322.839,-2.09E-04,-1.50E-04,-1.50E-04,-1.50E-04,-2.00E-04,-1.90E-04,-1.80E-04,-1.20E-04,-8.00E-05,-8.00E-05,-1.00E-05,-3.00E-05,-2.00E-05,2.00E-05,0.00E+00,0.00E+00,,,,,,,,,,
2323.321,-2.08E-04,-1.40E-04,-1.50E-04,-1.50E-04,-1.93E-04,-1.90E-04,-1.90E-04,-1.10E-04,-9.00E-05,-9.00E-05,0.00E+00,-3.00E-05,-1.00E-05,5.00E-05,0.00E+00,1.00E-05,,,,,,,,,,
2323.803,-2.07E-04,-1.40E-04,-1.50E-04,-1.50E-04,-1.85E-04,-1.80E-04,-1.86E-04,-1.00E-04,-1.00E-04,-1.00E-04,0.00E+00,-3.00E-05,-1.00E-05,7.00E-05,1.00E-05,2.00E-05,,,,,,,,,,
2324.285,-2.07E-04,-1.40E-04,-1.40E-04,-1.50E-04,-1.77E-04,-1.70E-04,-1.82E-04,-9.00E-05,-1.10E-04,-1.10E-04,-1.00E-05,-3.00E-05,-1.00E-05,8.00E-05,1.00E-05,4.00E-05,,,,,,,,,,
2324.767,-2.16E-04,-1.50E-04,-1.50E-04,-1.50E-04,-1.79E-04,-1.60E-04,-1.82E-04,-1.00E-04,-1.20E-04,-1.20E-04,-2.00E-05,-4.00E-05,-2.00E-05,9.00E-05,1.00E-05,4.00E-05,,,,,,,,,,
2325.249,-2.24E-04,-1.71E-04,-1.40E-04,-1.50E-04,-1.79E-04,-1.60E-04,-1.76E-04,-1.00E-04,-1.30E-04,-1.30E-04,-4.00E-05,-4.00E-05,-2.00E-05,8.00E-05,0.00E+00,3.00E-05,,,,,,,,,,
2325.731,-2.29E-04,-1.85E-04,-1.40E-04,-1.50E-04,-1.78E-04,-1.60E-04,-1.60E-04,-1.10E-04,-1.30E-04,-1.30E-04,-5.00E-05,-4.00E-05,-2.00E-05,8.00E-05,0.00E+00,3.00E-05,,,,,,,,,,
2326.214,-2.40E-04,-2.04E-04,-1.50E-04,-1.40E-04,-1.84E-04,-1.60E-04,-1.60E-04,-1.20E-04,-1.40E-04,-1.40E-04,-6.00E-05,-5.00E-05,-3.00E-05,7.00E-05,-1.00E-05,1.00E-05,,,,,,,,,,
2326.696,-2.58E-04,-2.29E-04,-1.70E-04,-1.50E-04,-2.00E-04,-1.80E-04,-1.70E-04,-1.30E-04,-1.50E-04,-1.50E-04,-8.00E-05,-6.00E-05,-4.00E-05,4.00E-05,-3.00E-05,-1.00E-05,,,,,,,,,,
2327.178,-2.53E-04,-2.29E-04,-1.70E-04,-1.40E-04,-1.90E-04,-1.80E-04,-1.60E-04,-1.30E-04,-1.40E-04,-1.40E-04,-8.00E-05,-5.00E-05,-2.00E-05,3.00E-05,-3.00E-05,-2.00E-05,,,,,,,,,,
2327.66,-2.58E-04,-2.38E-04,-1.90E-04,-1.50E-04,-2.00E-04,-1.90E-04,-1.70E-04,-1.30E-04,-1.40E-04,-1.40E-04,-8.00E-05,-6.00E-05,-3.00E-05,1.00E-05,-4.00E-05,-4.00E-05,,,,,,,,,,
2328.142,-2.56E-04,-2.38E-04,-2.00E-04,-1.50E-04,-2.00E-04,-1.90E-04,-1.80E-04,-1.30E-04,-1.30E-04,-1.30E-04,-9.00E-05,-5.00E-05,-2.00E-05,0.00E+00,-4.00E-05,-5.00E-05,,,,,,,,,,
2328.624,-2.58E-04,-2.42E-04,-2.12E-04,-1.60E-04,-2.10E-04,-2.10E-04,-2.00E-04,-1.40E-04,-1.40E-04,-1.40E-04,-1.00E-04,-6.00E-05,-3.00E-05,-2.00E-05,-4.00E-05,-6.00E-05,,,,,,,,,,
2329.106,-2.67E-04,-2.50E-04,-2.28E-04,-1.80E-04,-2.18E-04,-2.24E-04,-2.25E-04,-1.50E-04,-1.50E-04,-1.50E-04,-1.10E-04,-6.00E-05,-4.00E-05,-4.00E-05,-5.00E-05,-6.00E-05,,,,,,,,,,
2329.588,-2.71E-04,-2.50E-04,-2.32E-04,-2.00E-04,-2.27E-04,-2.36E-04,-2.41E-04,-1.60E-04,-1.50E-04,-1.50E-04,-1.30E-04,-6.00E-05,-4.00E-05,-5.00E-05,-5.00E-05,-6.00E-05,,,,,,,,,,
2330.071,-2.88E-04,-2.60E-04,-2.44E-04,-2.21E-04,-2.48E-04,-2.61E-04,-2.62E-04,-1.80E-04,-1.70E-04,-1.70E-04,-1.50E-04,-8.00E-05,-6.00E-05,-8.00E-05,-6.00E-05,-6.00E-05,,,,,,,,,,
2330.552,-3.05E-04,-2.68E-04,-2.49E-04,-2.44E-04,-2.71E-04,-2.86E-04,-2.76E-04,-2.00E-04,-1.90E-04,-1.90E-04,-1.70E-04,-9.00E-05,-7.00E-05,-1.00E-04,-6.00E-05,-6.00E-05,,,,,,,,,,
2331.035,-3.19E-04,-2.71E-04,-2.49E-04,-2.62E-04,-2.92E-04,-3.10E-04,-2.82E-04,-2.15E-04,-1.90E-04,-1.90E-04,-1.90E-04,-1.10E-04,-8.00E-05,-1.20E-04,-6.00E-05,-6.00E-05,,,,,,,,,,
2331.517,-3.30E-04,-2.70E-04,-2.43E-04,-2.74E-04,-3.10E-04,-3.30E-04,-2.80E-04,-2.24E-04,-2.00E-04,-2.00E-04,-2.06E-04,-1.20E-04,-8.00E-05,-1.30E-04,-6.00E-05,-5.00E-05,,,,,,,,,,
2331.999,-3.47E-04,-2.75E-04,-2.43E-04,-2.89E-04,-3.32E-04,-3.54E-04,-2.84E-04,-2.36E-04,-2.00E-04,-2.00E-04,-2.21E-04,-1.40E-04,-9.00E-05,-1.50E-04,-6.00E-05,-5.00E-05,,,,,,,,,,
2332.481,-3.51E-04,-2.70E-04,-2.33E-04,-2.89E-04,-3.38E-04,-3.61E-04,-2.75E-04,-2.33E-04,-1.90E-04,-1.90E-04,-2.16E-04,-1.60E-04,-9.00E-05,-1.50E-04,-5.00E-05,-4.00E-05,,,,,,,,,,
2332.963,-3.42E-04,-2.55E-04,-2.16E-04,-2.75E-04,-3.28E-04,-3.52E-04,-2.55E-04,-2.18E-04,-1.70E-04,-1.70E-04,-1.90E-04,-1.60E-04,-7.00E-05,-1.30E-04,-3.00E-05,-2.00E-05,,,,,,,,,,
2333.445,-3.43E-04,-2.52E-04,-2.12E-04,-2.69E-04,-3.23E-04,-3.45E-04,-2.45E-04,-2.12E-04,-1.60E-04,-1.60E-04,-1.70E-04,-1.60E-04,-7.00E-05,-1.30E-04,-3.00E-05,-1.00E-05,,,,,,,,,,
2333.927,-3.43E-04,-2.53E-04,-2.13E-04,-2.61E-04,-3.15E-04,-3.33E-04,-2.36E-04,-2.07E-04,-1.60E-04,-1.60E-04,-1.50E-04,-1.70E-04,-6.00E-05,-1.30E-04,-3.00E-05,0.00E+00,,,,,,,,,,
2334.409,-3.33E-04,-2.46E-04,-2.07E-04,-2.44E-04,-2.94E-04,-3.08E-04,-2.16E-04,-1.93E-04,-1.50E-04,-1.50E-04,-1.20E-04,-1.60E-04,-5.00E-05,-1.10E-04,-3.00E-05,1.00E-05,,,,,,,,,,
2334.892,-3.30E-04,-2.50E-04,-2.13E-04,-2.36E-04,-2.81E-04,-2.91E-04,-2.07E-04,-1.92E-04,-1.50E-04,-1.50E-04,-1.00E-04,-1.60E-04,-6.00E-05,-1.10E-04,-3.00E-05,1.00E-05,,,,,,,,,,
2335.374,-3.25E-04,-2.53E-04,-2.19E-04,-2.28E-04,-2.68E-04,-2.74E-04,-1.98E-04,-1.92E-04,-1.50E-04,-1.50E-04,-8.00E-05,-1.50E-04,-6.00E-05,-1.00E-04,-3.00E-05,1.00E-05,,,,,,,,,,
2335.856,-3.17E-04,-2.55E-04,-2.21E-04,-2.19E-04,-2.55E-04,-2.61E-04,-1.91E-04,-1.92E-04,-1.50E-04,-1.50E-04,-7.00E-05,-1.40E-04,-6.00E-05,-1.00E-04,-2.00E-05,0.00E+00,,,,,,,,,,
2336.338,-3.06E-04,-2.55E-04,-2.19E-04,-2.08E-04,-2.40E-04,-2.51E-04,-1.90E-04,-1.92E-04,-1.50E-04,-1.50E-04,-6.00E-05,-1.20E-04,-6.00E-05,-9.00E-05,-1.00E-05,0.00E+00,,,,,,,,,,
2336.82,-3.04E-04,-2.63E-04,-2.23E-04,-2.06E-04,-2.36E-04,-2.57E-04,-1.90E-04,-2.00E-04,-1.50E-04,-1.50E-04,-6.00E-05,-1.20E-04,-7.00E-05,-1.00E-04,-1.00E-05,-1.00E-05,,,,,,,,,,
2337.302,-2.94E-04,-2.60E-04,-2.16E-04,-2.00E-04,-2.21E-04,-2.59E-04,-1.90E-04,-2.00E-04,-1.50E-04,-1.50E-04,-6.00E-05,-1.10E-04,-7.00E-05,-9.00E-05,1.00E-05,-1.00E-05,,,,,,,,,,
2337.784,-2.88E-04,-2.59E-04,-2.11E-04,-1.90E-04,-2.08E-04,-2.66E-04,-1.90E-04,-1.90E-04,-1.50E-04,-1.50E-04,-7.00E-05,-1.10E-04,-7.00E-05,-8.00E-05,2.00E-05,-2.00E-05,,,,,,,,,,
2338.266,-2.87E-04,-2.60E-04,-2.09E-04,-1.80E-04,-2.00E-04,-2.78E-04,-2.00E-04,-1.90E-04,-1.50E-04,-1.50E-04,-7.00E-05,-1.10E-04,-7.00E-05,-8.00E-05,2.00E-05,-2.00E-05,,,,,,,,,,
2338.749,-2.91E-04,-2.64E-04,-2.11E-04,-1.80E-04,-1.90E-04,-2.91E-04,-2.00E-04,-1.80E-04,-1.50E-04,-1.50E-04,-8.00E-05,-1.10E-04,-8.00E-05,-8.00E-05,1.00E-05,-3.00E-05,,,,,,,,,,
2339.231,-2.99E-04,-2.71E-04,-2.18E-04,-1.90E-04,-1.90E-04,-3.04E-04,-2.05E-04,-1.80E-04,-1.50E-04,-1.50E-04,-1.00E-04,-1.30E-04,-8.00E-05,-9.00E-05,-1.00E-05,-4.00E-05,,,,,,,,,,
2339.713,-2.97E-04,-2.67E-04,-2.17E-04,-1.95E-04,-1.80E-04,-3.02E-04,-2.00E-04,-1.70E-04,-1.40E-04,-1.40E-04,-1.00E-04,-1.30E-04,-8.00E-05,-9.00E-05,-2.00E-05,-4.00E-05,,,,,,,,,,
2340.195,-3.05E-04,-2.71E-04,-2.26E-04,-2.10E-04,-1.80E-04,-3.04E-04,-2.07E-04,-1.80E-04,-1.50E-04,-1.50E-04,-1.10E-04,-1.40E-04,-9.00E-05,-1.00E-04,-4.00E-05,-4.00E-05,,,,,,,,,,
2340.677,-3.12E-04,-2.72E-04,-2.32E-04,-2.24E-04,-1.80E-04,-2.98E-04,-2.14E-04,-1.80E-04,-1.50E-04,-1.50E-04,-1.20E-04,-1.50E-04,-1.00E-04,-1.10E-04,-5.00E-05,-4.00E-05,,,,,,,,,,
2341.159,-3.25E-04,-2.79E-04,-2.43E-04,-2.43E-04,-1.90E-04,-2.95E-04,-2.32E-04,-2.01E-04,-1.60E-04,-1.60E-04,-1.30E-04,-1.70E-04,-1.10E-04,-1.20E-04,-7.00E-05,-5.00E-05,,,,,,,,,,
2341.641,-3.27E-04,-2.73E-04,-2.41E-04,-2.46E-04,-2.00E-04,-2.77E-04,-2.40E-04,-2.07E-04,-1.60E-04,-1.60E-04,-1.30E-04,-1.60E-04,-1.10E-04,-1.30E-04,-7.00E-05,-5.00E-05,,,,,,,,,,
2342.123,-3.37E-04,-2.76E-04,-2.46E-04,-2.53E-04,-2.10E-04,-2.68E-04,-2.56E-04,-2.23E-04,-1.70E-04,-1.70E-04,-1.40E-04,-1.60E-04,-1.10E-04,-1.40E-04,-8.00E-05,-6.00E-05,,,,,,,,,,
